run_dir,data,model,experiment,seed,probe_acc,probe_acc_seen,novel_mean_embed_dist,gen_mse,gen_nmse,gen_median_se,gen_rmse,gen_acc,gen_nll,finite_fraction,target_var,n_train_episodes,n_test_episodes,n_test_episodes_used,n_test_ood
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_humanoid__inr_transformer_fitted_latent__no_shift__s1,custom_mujoco_action_resampled_v3_humanoid,inr_transformer_fitted_latent,no_shift,1,1.0,1.0,nan,0.24963393807411194,0.2507685059355949,0.1633448600769043,0.4996338039745829,,,1.0,0.995475636554718,358,78,78,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_humanoid__inr_transformer_history_conditioned__single_shift__s1,custom_mujoco_action_resampled_v3_humanoid,inr_transformer_history_conditioned,single_shift,1,1.0,1.0,nan,0.34002116322517395,0.37500356350434433,0.1911209672689438,0.5831133365180169,,,1.0,0.9067144857177735,358,58,58,19
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_humanoid__inr_transformer_history_conditioned__novel_generalization__s1,custom_mujoco_action_resampled_v3_humanoid,inr_transformer_history_conditioned,novel_generalization,1,0.6666666666666666,1.0,0.24090588092803955,0.9253785014152527,0.6992818786503642,0.7455029487609863,0.9619659564741637,,,1.0,1.3233268724212646,180,117,117,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_hopper__inr_diffusion_history_conditioned__specialization__s1,custom_mujoco_action_resampled_v3_hopper,inr_diffusion_history_conditioned,specialization,1,0.5263157894736842,0.5263157894736842,nan,0.8216550946235657,0.75648351584215,0.5834431648254395,0.9064519262617107,,,1.0,1.0861506925354003,358,38,38,38
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_halfcheetah__inr_diffusion_history_conditioned__conflation__s0,custom_mujoco_action_resampled_v3_halfcheetah,inr_diffusion_history_conditioned,conflation,0,1.0,1.0,nan,0.6120167374610901,0.6023782785216535,0.31367334723472595,0.7823149860900596,,,1.0,1.016000674797058,269,58,58,19
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_halfcheetah__inr_transformer_history_conditioned__new_policy__s1,custom_mujoco_action_resampled_v3_halfcheetah,inr_transformer_history_conditioned,new_policy,1,0.6666666666666666,1.0,0.25954553484916687,0.47718045115470886,0.4477206470202221,0.12617804110050201,0.6907824919283267,,,1.0,1.06579952104187,358,117,117,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_humanoid__cvae__conflation__s1,custom_mujoco_action_resampled_v3_humanoid,cvae,conflation,1,1.0,1.0,nan,0.22862206399440765,0.21752286477262026,0.12938173115253448,0.47814439659417496,,,1.0,1.0510254369506835,269,58,58,19
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_humanoid__cvae__new_policy__s0,custom_mujoco_action_resampled_v3_humanoid,cvae,new_policy,0,0.6666666666666666,1.0,0.287396103143692,0.5424501299858093,0.5442121135615289,0.2913602590560913,0.7365121383832104,,,1.0,0.9967623220214844,358,117,117,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_halfcheetah__inr_diffusion_history_conditioned__new_policy__s0,custom_mujoco_action_resampled_v3_halfcheetah,inr_diffusion_history_conditioned,new_policy,0,0.6666666666666666,1.0,0.29987314343452454,0.8458980321884155,0.7936746221855211,0.5900033116340637,0.9197271509466357,,,1.0,1.06579952104187,358,117,117,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_humanoid__inr_diffusion_history_conditioned__new_policy__s1,custom_mujoco_action_resampled_v3_humanoid,inr_diffusion_history_conditioned,new_policy,1,0.6666666666666666,1.0,0.21747899055480957,0.927121102809906,0.9301325725571744,0.8925974369049072,0.9628712804990633,,,1.0,0.9967623220214844,358,117,117,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_walker2d__inr_transformer_fitted_latent__specialization__s0,custom_mujoco_action_resampled_v3_walker2d,inr_transformer_fitted_latent,specialization,0,1.0,1.0,nan,0.44528284668922424,0.5401296090359191,0.3267846405506134,0.667295172085955,,,1.0,0.8243999944458008,358,38,38,38
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_hopper__inr_transformer_fitted_latent__generalization__s1,custom_mujoco_action_resampled_v3_hopper,inr_transformer_fitted_latent,generalization,1,0.5,0.5,nan,0.6487480998039246,0.6207144274150571,0.4040297269821167,0.805449005092144,,,1.0,1.045163558555603,180,78,78,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_humanoid__inr_diffusion_history_conditioned__no_shift__s1,custom_mujoco_action_resampled_v3_humanoid,inr_diffusion_history_conditioned,no_shift,1,1.0,1.0,nan,0.8324275016784668,0.8362108233602269,0.7667905688285828,0.9123746498442769,,,1.0,0.995475636554718,358,78,78,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_halfcheetah__inr_diffusion_history_conditioned__no_shift__s0,custom_mujoco_action_resampled_v3_halfcheetah,inr_diffusion_history_conditioned,no_shift,0,1.0,1.0,nan,0.6995220184326172,0.682063389060759,0.3425264358520508,0.8363743291329649,,,1.0,1.0255967841873168,358,78,78,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_walker2d__inr_transformer_history_conditioned__new_policy__s0,custom_mujoco_action_resampled_v3_walker2d,inr_transformer_history_conditioned,new_policy,0,0.6666666666666666,1.0,1.259625792503357,0.6602510213851929,0.6835594263896753,0.10312443226575851,0.8125583187594555,,,1.0,0.9659014211425782,358,117,117,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_ant__inr_transformer_history_conditioned__specialization__s1,custom_mujoco_action_resampled_v3_ant,inr_transformer_history_conditioned,specialization,1,1.0,1.0,nan,0.39510661363601685,0.8448248832499337,0.3283066749572754,0.628575066031112,,,1.0,0.4676787124404907,358,38,38,38
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_walker2d__inr_transformer_history_conditioned__conflation__s1,custom_mujoco_action_resampled_v3_walker2d,inr_transformer_history_conditioned,conflation,1,1.0,1.0,nan,0.16075018048286438,0.18915032684660352,0.027165554463863373,0.4009366290111997,,,1.0,0.8498540983924866,269,58,58,19
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_halfcheetah__inr_transformer_fitted_latent__generalization__s0,custom_mujoco_action_resampled_v3_halfcheetah,inr_transformer_fitted_latent,generalization,0,1.0,1.0,nan,0.4801400601863861,0.508365583697778,0.3296312391757965,0.6929213953879517,,,1.0,0.9444779024848938,180,78,78,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_halfcheetah__cvae__novel_generalization__s0,custom_mujoco_action_resampled_v3_halfcheetah,cvae,novel_generalization,0,0.6666666666666666,1.0,0.8167892098426819,0.7338993549346924,0.7520053516202968,0.5667992234230042,0.8566792602454505,,,1.0,0.9759230480918885,180,117,117,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_halfcheetah__inr_transformer_fitted_latent__no_shift__s1,custom_mujoco_action_resampled_v3_halfcheetah,inr_transformer_fitted_latent,no_shift,1,1.0,1.0,nan,0.3343066871166229,0.32596308049223033,0.0011102614225819707,0.5781926038238667,,,1.0,1.0255967841873168,358,78,78,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_humanoid__inr_diffusion_history_conditioned__specialization__s1,custom_mujoco_action_resampled_v3_humanoid,inr_diffusion_history_conditioned,specialization,1,1.0,1.0,nan,0.821495771408081,1.0160721578653051,0.7454956769943237,0.906364039118985,,,1.0,0.8085014091262818,358,38,38,38
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_ant__inr_transformer_fitted_latent__specialization__s0,custom_mujoco_action_resampled_v3_ant,inr_transformer_fitted_latent,specialization,0,0.5,0.5,nan,0.4048123359680176,0.8655778533420581,0.3559667468070984,0.6362486431954237,,,1.0,0.4676787124404907,358,38,38,38
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_ant__cvae__specialization__s1,custom_mujoco_action_resampled_v3_ant,cvae,specialization,1,1.0,1.0,nan,0.4574865996837616,0.9782070201494878,0.39890411496162415,0.6763775570520961,,,1.0,0.4676787124404907,358,38,38,38
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_humanoid__inr_transformer_history_conditioned__generalization__s1,custom_mujoco_action_resampled_v3_humanoid,inr_transformer_history_conditioned,generalization,1,1.0,1.0,nan,0.7148098349571228,0.5297969438785582,0.4212092161178589,0.8454642718395159,,,1.0,1.3492147193679809,180,78,78,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_walker2d__inr_transformer_fitted_latent__novel_generalization__s0,custom_mujoco_action_resampled_v3_walker2d,inr_transformer_fitted_latent,novel_generalization,0,0.3333333333333333,0.5,4.399364471435547,0.97391277551651,0.9015996445624207,0.7573580741882324,0.9868701918269241,,,1.0,1.0802053676376342,180,117,117,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_walker2d__inr_diffusion_history_conditioned__novel_generalization__s1,custom_mujoco_action_resampled_v3_walker2d,inr_diffusion_history_conditioned,novel_generalization,1,0.6666666666666666,1.0,3.141632556915283,1.1898614168167114,1.1015140754381647,1.0122674703598022,1.090807690116233,,,1.0,1.0802053676376342,180,117,117,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_walker2d__cvae__new_policy__s1,custom_mujoco_action_resampled_v3_walker2d,cvae,new_policy,1,0.6666666666666666,1.0,2.540290355682373,0.6893859505653381,0.7137228866998186,0.15440894663333893,0.8302926896976379,,,1.0,0.9659014211425782,358,117,117,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_humanoid__inr_transformer_fitted_latent__specialization__s0,custom_mujoco_action_resampled_v3_humanoid,inr_transformer_fitted_latent,specialization,0,0.5789473684210527,0.5789473684210527,nan,0.48029062151908875,0.5940504445602902,0.4022068679332733,0.6930300293054326,,,1.0,0.8085014091262818,358,38,38,38
